market,snapshot_kst,snapshot_epoch,price,value_accel_pct,launch_score,bid_trade_value_15m,ask_trade_value_15m,buy_sell_ratio_15m,trade_count_15m,trade_unknown_value_15m,trade_coverage_15m,trade_oldest_timestamp,trade_newest_timestamp,total_bid_size,total_ask_size,orderbook_imbalance,day_open,day_high,day_high_return_pct,current_day_return_pct,drawdown_from_day_high_pct,gain_retrace_pct,buy_sell_ratio_change_15m,bid_trade_value_change_15m,ask_trade_value_change_15m,value_accel_change_15m,price_change_15m,buy_sell_ratio_change_30m,bid_trade_value_change_30m,ask_trade_value_change_30m,value_accel_change_30m,price_change_30m,buy_sell_ratio_change_45m,bid_trade_value_change_45m,ask_trade_value_change_45m,value_accel_change_45m,price_change_45m,buy_sell_ratio_change_60m,bid_trade_value_change_60m,ask_trade_value_change_60m,value_accel_change_60m,price_change_60m,delta_buy_sell_ratio,delta_bid_trade_value_15m,delta_ask_trade_value_15m,delta_value_accel_pct,delta_price_pct_15m,buy_pressure_trend,sell_pressure_trend,buy_sell_state,value_accel_direction,flow_signal,first_surge_retrace_gate,first_surge_retrace_seen,second_ignition_reentry,candidate_gate
KRW-HOME,2026-09-03T16:04:14.534971+09:00,1788419054,8.2,,,7802588.833332336,10544458.504644832,0.7399705570366935,41,0.0,complete,1788418197473,1788419195082,17708583.70453395,14234688.77660599,0.10875200497942185,8.29,8.29,0.0,-1.0856453558504175,1.0856453558504207,,-5.590416708866829,-59.970024294875145,242.45315039687992,,-0.4854368932038944,0.18345856096568847,-0.032888836631173035,-24.81741868518733,,0.0,-0.2711699096689144,-37.609692059316004,-14.746114572878122,,-0.36452004860269005,,,,,,-5.590416708866829,-11689276.190041648,7465363.307995444,,-0.4854368932038944,falling,rising,sell_advantage_accelerating,flat_or_na,neutral,False,False,False,pass
KRW-HP,2026-09-03T16:04:14.534971+09:00,1788419054,10.7,-69.65538653809593,7.0,2542262.041536382,158421.139430295,16.047492466464504,10,0.0,complete,1788418811586,1788419028849,6717822.99440164,31746019.445507,-0.6506941289135753,10.8,10.8,0.0,-0.9259259259259411,0.925925925925939,,,132.22738837366026,,0.008682706880748015,0.0,,369.5510389527728,,0.06926882268651013,0.0,,,,0.09835661354745184,0.0,,,,,,,1447532.40635407,158421.139430295,0.008682706880748015,0.0,rising,rising,buy_advantage_weakening,accelerating,neutral,False,False,False,pass
KRW-HUNT,2026-09-03T16:04:14.534971+09:00,1788419054,124.0,58.49232531219022,13.0,7165408.177250249,12395323.52605187,0.5780735099160867,20,0.0,complete,1788418428475,1788419000449,2460454.64521038,3428418.92316626,-0.16437172011195247,123.0,128.0,4.065040650406515,0.8130081300812941,3.125,80.00000000000021,,531.0492881874982,,0.6059719093553184,-0.8000000000000007,0.577039986015118,129496.81999005695,131.70307694727964,1.3830347942787924,-0.8000000000000007,0.3406925715891665,547.9325372235027,166.06794987195292,1.5087038590263688,-0.8000000000000007,,,,,,,6029932.975648999,12395323.52605187,0.6059719093553184,-0.8000000000000007,rising,rising,sell_advantage_weakening,accelerating,neutral,False,False,False,pass
KRW-HYPER,2026-09-03T16:04:14.534971+09:00,1788419054,90.3,266.8234485359161,7.0,608356.779880604,0.0,,3,0.0,complete,1788419060872,1788419061269,1031352.82203236,659689.43959116,0.2197836156290836,90.7,90.9,0.22050716648291946,-0.4410143329658278,0.6600660066006694,299.999999999995,,43.63535823599995,-100.0,0.007435146871443976,0.0,,-68.2103801857854,-100.0,0.09824581284266287,-0.660066006600668,,-41.88028136942592,,0.39092841016179136,-0.660066006600668,,,,,,,184814.28494628298,-191498.619279587,0.007435146871443976,0.0,rising,falling,buy_only,accelerating,neutral,False,False,False,pass
KRW-ICP,2026-09-03T16:04:14.534971+09:00,1788419054,3433.0,5.48082448006173,12.0,4538276.32939865,10861.1119804,417.8463805168788,3,0.0,complete,1788418514125,1788419184221,28149.83438301,24434.89760328,0.0706466808787495,3377.0,3433.0,1.6582765768433427,1.6582765768433427,0.0,0.0,417.8463805168788,,-99.10400455252551,0.005785650437428735,0.35077462730195297,,,,0.07591836982510092,0.38011695906432497,325.4875021981207,-28.266550661599343,-84.14436207240877,0.12831034037827926,0.4388531304856613,,,,,,417.8463805168788,4538276.32939865,-1201322.7234412797,0.005785650437428735,0.35077462730195297,rising,falling,buy_advantage_accelerating,accelerating,leading_buy_inflow,False,False,False,pass
KRW-ICX,2026-09-03T16:04:14.534971+09:00,1788419054,20.6,634.9661392406674,5.0,3013138.0339658195,5719237.800601214,0.5268425862007476,36,0.0,complete,1788418188908,1788419298613,11146777.29014131,12103396.48909915,-0.04114460425289307,21.9,22.8,4.109589041095907,-5.936073059360714,9.649122807017541,244.44444444444343,-0.22729467195276198,130.5818664111726,230.06135242260294,0.07446225267096906,0.0,-0.6522842986726501,-75.37136876636184,-44.87863740356411,0.2574886396628244,0.9803921568627638,0.4821584091919696,317.82844358551154,-64.5618622687364,0.35885998448623013,0.4878048780487809,,,,,,-0.22729467195276198,1706383.9162795637,3986457.589097253,0.07446225267096906,0.0,rising,rising,sell_advantage_accelerating,accelerating,neutral,False,False,False,pass
KRW-ID,2026-09-03T16:04:14.534971+09:00,1788419054,44.0,-46.741510014049005,12.0,1162736.77878248,68932.626010509,16.867727897167548,6,0.0,complete,1788418465149,1788419058048,2266701.2711981,1791188.13658832,0.11718237902130818,43.9,44.6,1.5945330296127658,0.2277904328018332,1.345291479820631,85.71428571428513,16.863778127545956,10470.334352568,-97.52483643497337,0.0010188710556775504,0.2277904328018332,-237.10598077358156,-63.75818763809732,445.685082817079,0.049883308863840625,0.2277904328018332,16.867727897167548,,-99.1151619946772,0.08995243499488481,0.2277904328018332,,,,,,16.863778127545956,1151736.77878248,-2716039.930329113,0.0010188710556775504,0.2277904328018332,rising,falling,buy_advantage_accelerating,accelerating,leading_buy_inflow,False,False,False,pass
KRW-IMX,2026-09-03T16:04:14.534971+09:00,1788419054,172.0,-15.995105525815568,11.0,0.0,0.0,,0,0.0,complete,,,560899.94079864,447512.51711016,0.11244151418321197,170.0,172.0,1.17647058823529,1.17647058823529,0.0,0.0,,-100.0,,0.0,0.0,,-100.0,,0.14884204160349057,0.0,,-100.0,,0.35937017892889855,1.17647058823529,,,,,,,-999999.9999996399,0.0,0.0,0.0,falling,flat_or_na,unavailable,flat_or_na,neutral,False,False,False,pass
KRW-IN,2026-09-03T16:04:14.534971+09:00,1788419054,45.5,137.36558531295918,7.0,2001007.722994157,2459933.1870409823,0.8134398663896804,21,0.0,complete,1788418348990,1788419050370,4627032.31590827,1267562.14414439,0.5699238844217059,46.4,46.4,0.0,-1.93965517241379,1.93965517241379,,-2.3029690728194834,-40.866791512714215,126.54810410486479,0.07572790037758637,-0.21929824561404132,0.6621545137291901,555.0625355096331,21.82998497368338,0.4858566628087715,0.0,0.7328809762206245,138.06733431740886,-76.4230387142981,0.5128132197953619,0.22026431718062955,,,,,,-2.3029690728194834,-1382890.7228755495,1374100.5791007604,0.07572790037758637,-0.21929824561404132,falling,rising,sell_advantage_accelerating,accelerating,neutral,False,False,False,pass
KRW-INJ,2026-09-03T16:04:14.534971+09:00,1788419054,6500.0,495.8635776876141,12.0,22893030.186582055,5315912.479210299,4.306509987911409,82,0.0,complete,1788418215467,1788419171175,28382.94019298,17517.85440486,0.23670801090295915,6470.0,6665.0,3.0139103554868596,0.46367851622874934,2.4756189047261814,84.61538461538456,3.0130932396601318,-10.766015151584119,-73.19947455361246,0.31920503230685426,-0.990099009900991,3.6033310413092527,115.82047359772898,-64.760231903414,1.0880274872337168,-0.6875477463712754,3.5846265042485026,9.382523429049927,-81.6646339410681,1.6352267631773998,0.30864197530864335,,,,,,3.0130932396601318,-2762027.385340847,-14519192.9549887,0.31920503230685426,-0.990099009900991,falling,falling,buy_advantage_accelerating,accelerating,neutral,False,False,False,pass
KRW-IO,2026-09-03T16:04:14.534971+09:00,1788419054,179.0,,,8106287.550277749,0.0,,14,0.0,complete,1788418501081,1788419091881,186816.35929757,384575.12640642,-0.34610030435647615,177.0,189.0,6.779661016949157,1.1299435028248483,5.291005291005291,83.3333333333335,,58.68806057573561,,,0.0,,40431.43775179406,-100.0,,-0.5555555555555536,,233.60587280230303,,,0.0,,,,,,,2997971.574351548,0.0,,0.0,rising,flat_or_na,buy_only,flat_or_na,neutral,False,False,False,pass
KRW-IOST,2026-09-03T16:04:14.534971+09:00,1788419054,0.824,342.4943147947433,8.0,10068048.204351455,4131843.653838685,2.436696314730531,45,0.0,complete,1788418238740,1788419083252,101732760.750395,61152781.68471896,0.24913186559722586,0.81,0.827,2.098765432098748,1.7283950617283939,0.3627569528415965,17.647058823528788,2.103988123207082,597.3115452144694,-4.788601790788127,0.4284943548477713,0.12150668286756705,,310.96264736611687,,0.9924736783733579,0.12150668286756705,-76.23644451290384,-23.605206052481353,2366.5438800878646,1.1708460074086133,0.12150668286756705,,,,,,2.103988123207082,8624210.328233276,-207808.66883765813,0.4284943548477713,0.12150668286756705,rising,falling,buy_advantage_accelerating,accelerating,leading_buy_inflow,False,False,False,pass
KRW-IOTA,2026-09-03T16:04:14.534971+09:00,1788419054,54.9,-21.399734248895964,11.0,1325995.6142538998,6320033.457871689,0.2098083219167699,24,0.0,complete,1788418218123,1788419110198,1481774.97900989,860115.01908939,0.2654522460171273,54.2,55.5,2.398523985239853,1.291512915129145,1.0810810810810836,46.15384615384644,0.2098083219167699,,755.6493383644122,0.11736337914295447,-0.181818181818183,,-22.660324923032917,,0.1623729456344023,-0.723327305605781,-5.875046579313288,1223.6021203686241,38287.07052143757,0.24190166323490914,-0.9025270758122761,,,,,,0.2098083219167699,1325995.6142538998,5581409.213744705,0.11736337914295447,-0.181818181818183,rising,rising,sell_advantage_weakening,accelerating,leading_buy_inflow,False,False,False,pass
KRW-IQ,2026-09-03T16:04:14.534971+09:00,1788419054,0.969,3299.078295812012,8.0,286350.6790799723,78198.51797969206,3.661842787792178,10,0.0,complete,1788418574610,1788419119194,66285365.77850229,40411183.00032178,0.24250252772295597,0.992,0.992,0.0,-2.318548387096775,2.3185483870967762,,3.4232173229077096,-42.36127073184613,-96.24394891751868,0.008580055528909725,0.10330578512396382,3.5415551381641883,-4.3860284891883765,-96.85918250150561,1.0631517058695863,-0.2059732234809486,-7.026468380657686,-90.45023429962158,-72.12581934655495,1.4638530619854464,0.20682523267838704,,,,,,3.4232173229077096,-210451.87488990632,-2003735.8397402929,0.008580055528909725,0.10330578512396382,falling,falling,buy_advantage_accelerating,accelerating,neutral,False,False,False,pass
KRW-IRYS,2026-09-03T16:04:14.534971+09:00,1788419054,18.8,,,615452.799999816,0.0,,6,0.0,complete,1788418181497,1788419161444,10370745.00101574,8495748.9993507,0.09938232305528633,18.6,19.0,2.1505376344086002,1.0752688172043001,1.0526315789473648,50.0,,323.07419455109755,-100.0,,0.5347593582887722,,5428.842430296785,-100.0,,0.0,,-71.74246251130269,-100.0,,-0.5291005291005124,,,,,,,469981.19999999995,-987769.7828486839,,0.5347593582887722,rising,falling,buy_only,flat_or_na,neutral,False,False,False,pass
KRW-JST,2026-09-03T16:04:14.534971+09:00,1788419054,149.0,3.767673983412645,1.0,0.0,0.0,,0,0.0,complete,,,726987.46920652,5074498.07130834,-0.7493788568015622,149.0,150.0,0.6711409395973256,0.0,0.6666666666666667,100.0,,,,0.0,0.0,,,,0.0023888887462408803,0.6756756756756799,,,-100.0,0.0023888887462408803,0.6756756756756799,,,,,,,0.0,0.0,0.0,0.0,flat_or_na,flat_or_na,unavailable,flat_or_na,neutral,False,False,False,pass
KRW-JTO,2026-09-03T16:04:14.534971+09:00,1788419054,579.0,-65.82484996948193,2.0,1914528.3241507397,11398644.17865186,0.16796105695942293,19,0.0,complete,1788418442985,1788419108639,278307.83771011,210190.71925818,0.13944180075920204,579.0,583.0,0.6908462867012188,0.0,0.6861063464837049,100.0,-6.533247923055552,4686.320811320951,190861.74186261036,0.014829829417465135,0.0,,188.11875419725504,,0.01558761382143814,-0.344234079173833,-0.13327859077244564,-2.4909676836647576,74.88331567682663,0.05378794496705552,-0.17241379310344307,,,,,,-6.533247923055552,1874528.3241586296,11392675.10648721,0.014829829417465135,0.0,rising,rising,sell_advantage_accelerating,accelerating,neutral,False,False,False,pass
KRW-JUP,2026-09-03T16:04:14.534971+09:00,1788419054,302.0,-42.83431819127315,9.0,3326846.8791012797,0.0,,2,0.0,complete,1788418443818,1788419078414,821861.19668821,439705.21008413,0.3029218157305002,308.0,308.0,0.0,-1.9480519480519431,1.948051948051948,,,-44.509440251633826,-100.0,0.03084635462682428,0.33222591362125353,,56.47061794303643,-100.0,0.10365960219823478,0.6666666666666599,,-83.23787276909852,-100.0,0.39272913333861936,0.6666666666666599,,,,,,,-2668491.59682612,-120197.52517416,0.03084635462682428,0.33222591362125353,falling,falling,buy_only,accelerating,neutral,False,False,False,pass
KRW-KAITO,2026-09-03T16:04:14.534971+09:00,1788419054,411.0,-32.70005696451235,0.0,5048643.10829928,1002439.02438864,5.036359305124128,6,0.0,complete,1788418964715,1788419059610,733042.57484483,429606.53329283,0.2609867753118102,417.0,418.0,0.23980815347721673,-1.4388489208633115,1.674641148325359,700.0000000000047,4.7748899144356685,321.67692696725464,-78.10807321683087,0.000714792688114585,-0.24271844660194164,4.588159035560329,402.5976854437687,-55.27236949340597,0.06548498748522746,0.24390243902439046,4.666265472567924,24.531853179668772,-90.84885171482931,0.1261358161312458,-0.4842615012106588,,,,,,4.7748899144356685,3851365.5753287994,-3576596.134633231,0.000714792688114585,-0.24271844660194164,rising,falling,buy_advantage_accelerating,accelerating,leading_buy_inflow,False,False,False,pass
KRW-KAT,2026-09-03T16:04:14.534971+09:00,1788419054,6.21,190.1815154052248,7.0,17134957.11438021,13243006.602769481,1.293887228810776,41,0.0,complete,1788418255242,1788419109465,13054120.55184613,7369112.43211771,0.278359852438262,6.14,6.24,1.6286644951140072,1.140065146579805,0.4807692307692347,30.0,1.293887228810776,,68848.48724718469,1.2422179936761495,0.3231017770597644,,123753.15530978247,,1.4040789286426616,0.3231017770597644,0.648994739449439,687.577259775069,292.540128931903,1.404407753041113,0.8116883116883189,,,,,,1.293887228810776,17134957.11438021,13223799.500291232,1.2422179936761495,0.3231017770597644,rising,rising,buy_advantage_accelerating,accelerating,leading_buy_inflow,False,False,False,pass
KRW-KAVA,2026-09-03T16:04:14.534971+09:00,1788419054,66.3,-62.99312271748565,12.0,2565167.009701592,3016318.7554695895,0.8504296852081997,15,0.0,complete,1788418261732,1788418969089,503633.5293994,743327.45938201,-0.19222247699733608,67.3,67.7,0.5943536404160454,-1.4858841010401136,2.0679468242245282,350.0,0.6019741803937623,169.8721330927663,-21.156071772709804,0.1122016124409484,-0.7485029940119792,,,,0.2302344882032088,-0.5997001499250421,-0.3238490442758336,64.73100955110294,127.46162788865236,0.2670635277676183,-0.5997001499250421,,,,,,0.6019741803937623,1614655.009702008,-809364.2404032024,0.1122016124409484,-0.7485029940119792,rising,falling,sell_advantage_weakening,accelerating,leading_buy_inflow,False,False,False,pass
KRW-KERNEL,2026-09-03T16:04:14.534971+09:00,1788419054,50.7,-76.84993435613923,7.0,2564647.7478713263,0.0,,12,0.0,complete,1788418448167,1788419180148,2757852.52348045,377595.44072589,0.7591441828813964,50.1,51.0,1.7964071856287456,1.1976047904191711,0.5882352941176415,33.333333333332924,,,-100.0,0.014623339255521728,0.0,,,,0.019939929044383575,0.0,,,,0.019939929044383575,0.0,,,,,,,2564647.7478713263,-802074.0000000001,0.014623339255521728,0.0,rising,falling,buy_only,accelerating,neutral,False,False,False,pass
KRW-KITE,2026-09-03T16:04:14.534971+09:00,1788419054,193.0,-38.423564028594,11.0,9244011.18364003,3027750.9119388,3.053095004344558,31,0.0,complete,1788418210838,1788419106554,852654.8349166,1237087.1919068,-0.18396163356803066,195.0,196.0,0.512820512820511,-1.025641025641022,1.530612244897959,300.0,2.561034561209231,49.97727252434192,-75.82850089055829,0.0967332363662976,0.5208333333333259,-35.53599965213907,23.040314319144308,1455.1479168085261,0.2712072824023082,0.5208333333333259,2.7341930092931657,854.6551670436884,-0.28432232762757303,0.3197862750977123,1.0471204188481575,,,,,,2.561034561209231,3080403.1728731385,-9498368.788912194,0.0967332363662976,0.5208333333333259,rising,falling,buy_advantage_accelerating,accelerating,neutral,False,False,False,pass
KRW-KMNO,2026-09-03T16:04:14.534971+09:00,1788419054,33.5,,,0.0,0.0,,0,0.0,complete,,,1847591.61409733,2939683.17244846,-0.22812385063425986,33.6,33.6,0.0,-0.29761904761904656,0.29761904761905184,,,,,,0.0,,,,,0.0,,-100.0,,,0.0,,,,,,,0.0,0.0,,0.0,flat_or_na,flat_or_na,unavailable,flat_or_na,neutral,False,False,False,pass
KRW-KNC,2026-09-03T16:04:14.534971+09:00,1788419054,154.0,-67.43742647624298,10.0,0.0,0.0,,0,0.0,complete,,,391198.90597324,1190360.04823413,-0.5052996223346006,156.0,156.0,0.0,-1.2820512820512775,1.282051282051282,,,,-100.0,0.0,0.0,,,,0.01532308068567545,0.0,,,-100.0,0.01532308068567545,0.0,,,,,,,0.0,-308000.0,0.0,0.0,flat_or_na,falling,unavailable,flat_or_na,neutral,False,False,False,pass
KRW-LA,2026-09-03T16:04:14.534971+09:00,1788419054,91.2,1107.1925912876302,8.0,223076153.00200474,419532566.47177047,0.5317254745634035,868,0.0,complete,1788418155210,1788419171964,1010593.48829122,1516586.27723214,-0.20022033883139007,90.8,98.8,8.81057268722467,0.4405286343612369,7.692307692307687,94.99999999999997,-0.2033670832314226,-17.037802766218014,14.692443153930078,6.058312364978292,-1.6181229773462813,-0.3900312823590908,26.955834800190146,120.0804816694133,16.722382971450543,1.4460511679643906,-0.3429637964818406,145.03380856699076,303.0810138876359,18.441797198341874,2.4719101123595433,,,,,,-0.2033670832314226,-45812763.20327717,53743369.78623915,6.058312364978292,-1.6181229773462813,falling,rising,sell_advantage_accelerating,accelerating,neutral,False,False,False,pass
KRW-LAYER,2026-09-03T16:04:14.534971+09:00,1788419054,92.5,-25.98088238262777,10.0,1421852.9753571239,2028018.100326519,0.7011046770875466,14,0.0,complete,1788418499787,1788419084851,1345515.88796813,650622.05395865,0.34811914518228687,92.4,93.6,1.298701298701288,0.10822510822510178,1.175213675213669,91.6666666666671,0.6594296816672781,630.5680773136583,-56.5736440345565,0.034574704553190116,0.0,0.7011046770875466,,1758.059111093942,0.17294283470056016,-0.43057050592034685,,32.59213172599682,,0.17604291692685337,-0.43057050592034685,,,,,,0.6594296816672781,1227230.048417124,-2641998.656180321,0.034574704553190116,0.0,rising,falling,sell_advantage_weakening,accelerating,leading_buy_inflow,False,False,False,pass
KRW-LINEA,2026-09-03T16:04:14.534971+09:00,1788419054,3.48,9.459243568765041,11.0,5013619.746375281,0.0,,2,0.0,complete,1788418417401,1788418895777,29461686.50145416,32348235.93761371,-0.046700421586924126,3.47,3.49,0.5763688760807018,0.28818443804032867,0.28653295128940487,50.00000000000385,,2277.8892131738803,-100.0,0.34814345958744575,0.5780346820809301,,,,1.5936325062963164,0.5780346820809301,,,,1.5936325062963164,0.5780346820809301,,,,,,,4802776.4607167635,-17725465.17141632,0.34814345958744575,0.5780346820809301,rising,falling,buy_only,accelerating,neutral,False,False,False,pass
KRW-LINK,2026-09-03T16:04:14.534971+09:00,1788419054,15430.0,-39.141663063199374,4.0,37683660.9284496,12364765.5991704,3.0476648041737198,55,0.0,complete,1788418255965,1788419217905,21444.61205437,9558.41360452,0.3833883370167673,15290.0,15600.0,2.0274689339437435,0.915631131458472,1.0897435897435896,54.838709677419004,0.27979731660588136,464.7044597059124,412.8605717938604,0.058745439876851435,0.0,-0.059873067153574766,70.58476334347137,73.93599572869078,0.12287966305477482,0.1948051948051921,0.6620527247143349,-18.13236009400878,-35.916695822618664,0.21819111614832565,0.1948051948051921,,,,,,0.27979731660588136,31010495.8275268,9953824.6379806,0.058745439876851435,0.0,rising,rising,buy_advantage_accelerating,accelerating,leading_buy_inflow,False,False,False,pass
